col1|col2|col3|col4|col5|col6|col7|col8|col9|col10|col11|col12|col13|col14|col15|col16|col17|col18|col19|col20|col21|col22|col23|col24|col25|col26|col27|col28
39|Yes|Frequently|Research & Development||3|Life Sciences|1|1127|1|Male|3|Healthcare Representative|4|12169|7|Y|11|3|4|80||21|4|3|18|11|5
38|No|Rarely|Research & Development|250|2|Life Sciences|1|421|1|Female|2|Research Director|2|12061|3|Y|17|3|3|80||19|2|3|10|0|1
39|No|Rarely|Sales||1|Marketing|1|2056|2|Female|2|Sales Executive|4|12031|0|Y|11|3|1|80||21|2|2|20|9|6
35|No|Rarely|Research & Development|220|3|Life Sciences|1|381|2|Female|4|Manager|2|11996|7|Y|18|3|2|80||10|6|2|7|6|2
34|No|Rarely|Research & Development|70|4|Life Sciences|1|28|1|Female|3|Research Director|2|11994|0|Y|11|3|3|80||13|4|3|12|2|11
47|No|Non-Travel|Research & Development|10|1|Medical|1|2000|3|Female|3|Research Director|2|11957|0|Y|18|3|1|80||14|3|1|13|5|12
29|No|Rarely|Research & Development|30|4|Medical|1|564|2|Male|2|Research Director|3|11935|1|Y|18|3|3|80||10|2|3|10|0|7
30|No|Rarely|Research & Development|170|4|Medical|1|1321|2|Female|3|Manager|1|11916|1|Y|23|4|4|80||9|2|3|9|0|8
59|No|Rarely|Sales|10|2|Technical Degree|1|1048|2|Male|3|Manager|4|11904|3|Y|14|3|3|80||14|1|1|6|0|4
33|No|Frequently|Research & Development|50|4|Life Sciences|1|428|4|Female|3|Manager|2|11878|6|Y|11|3|2|80||12|2|3|10|8|8
47|Yes|Non-Travel|Research & Development|290|4|Life Sciences|1|376|1|Male|3|Manager|2|11849|1|Y|12|3|4|80||10|2|2|10|9|9
53|No|Rarely|Sales|80|3|Marketing|1|897|1|Male|3|Sales Executive|4|11836|5|Y|14|3|3|80||28|3|3|2|2|2
36|No|Non-Travel|Research & Development|80|3|Life Sciences|1|742|1|Female|4|Research Director|1|11713|9|Y|14|3|1|80||10|2|3|8|0|5
33|No|Rarely|Research & Development|70|3|Medical|1|817|3|Male|3|Research Director|3|11691|0|Y|11|3|4|80||14|3|4|13|3|7
34|No|Rarely|Research & Development|50|3|Medical|1|153|3|Female|2|Manager|1|11631|2|Y|12|3|4|80||14|6|3|11|5|8
31|No|Rarely|Sales|70|3|Life Sciences|1|613|3|Male|2|Manager|4|11557|9|Y|21|4|3|80||10|3|2|5|0|1
38|No|Rarely|Research & Development|150|2|Life Sciences|1|461|3|Male|2|Research Director|4||0|Y|14|3|2|80||12|3|3|11|2|9
30|No|Rarely|Research & Development|80|2|Life Sciences|1|1015|2|Female|4|Research Director|1|11416|0|Y|12|3|3|80||9|4|2|8|1|7
50|No|Frequently|Research & Development|200|5|Medical|1|1606|2|Male|3|Healthcare Representative|3|11245|2|Y|15|3|3|80||32|3|3|30|12|13
32|No|Rarely|Research & Development|100|3|Medical|1|1516|3|Male|3|Manager|4|11244|2|Y|25|4|2|80||10|5|4|5|0|0
32|No|Rarely|Research & Development|30|2|Life Sciences|1|727|3|Female|3|Research Director|4|11159|3|Y|15|3|4|80||10|6|3|7|7|7
56|No|Rarely|Research & Development|90|3|Medical|1|762|3|Male|3|Healthcare Representative|4|11103|7|Y|11|3|3|80||30|1|2|10|1|1
31|No|Non-Travel|Research & Development|100|3|Medical|1|1979|3|Female|3|Research Director|3|11031|4|Y|20|4|3|80||13|2|4|11|4|8
48|No|Rarely|Research & Development||4|Life Sciences|1|1024|3|Male|2|Healthcare Representative|3|10999|7|Y|14|3|2|80||27|3|3|15|4|8
55|No|Frequently|Research & Development|20|1|Life Sciences|1|1096|4|Male|3|Manufacturing Director|2|10976|3|Y|18|3|2|80||23|4|3|3|1|2
49|No|Rarely|Research & Development|70|3|Other|1|499|2|Male|2|Healthcare Representative|3|10965|8|Y|24|4|3|80||26|2|3|5|0|0
39|No|Frequently|Research & Development|20|4|Technical Degree|1|343|3|Female|3|Healthcare Representative|3|10938|0|Y|25|4|4|80||20|1|3|19|11|8
53|No|Rarely|Sales|70|2|Marketing|1|862|1|Female|2|Sales Executive|4|10934|7|Y|18|3|4|80||35|3|3|5|0|4
40|No|Non-Travel|Sales|280|3|Other|1|615|3|Male|1|Sales Executive|1|10932|3|Y|15|3|3|80||20|2|3|1|0|1
39|No|Non-Travel|Research & Development|250|2|Life Sciences|1|1397|3|Male|3|Healthcare Representative|3|10920|3|Y|21|4|2|80||13|2|3|6|0|5
35|No|Rarely|Research & Development|250|3|Technical Degree|1|899|4|Male|2|Manufacturing Director|2|10903|3|Y|16|3|1|80||16|2|3|13|4|8
60|No|Rarely|Research & Development|10|4|Medical|1|1697|3|Male|1|Healthcare Representative|4|10883|3|Y|20|4|3|80||19|2|4|1|0|0
39|No|Frequently|Research & Development|220|3|Medical|1|1043|4|Female|3|Manufacturing Director|1|10880|1|Y|13|3|3|80||21|2|3|21|2|8
40|No|Rarely|Sales|40|4|Marketing|1|215|3|Male|2|Sales Executive|4|10855|7|Y|11|3|1|80||15|2|2|12|2|11
50|Yes|Rarely|Sales|280|3|Marketing|1|2055|4|Male|2|Sales Executive|1|10854|4|Y|13|3|2|80||20|3|3|3|2|0
45|No|Rarely|Research & Development|200|3|Medical|1|1460|2|Male|1|Healthcare Representative|1|10851|2|Y|18|3|2|80||24|2|3|7|0|7
46|No|Rarely|Research & Development|70|2|Medical|1|1007|4|Male|3|Manufacturing Director|3|10845|6|Y|13|3|2|80||13|3|3|8|0|7
43|No|Frequently|Research & Development|270|3|Life Sciences|1|1126|3|Female|3|Manufacturing Director|1|10820|8|Y|11|3|3|80||18|1|3|8|0|1
43|No|Rarely|Sales|250|3|Medical|1|1076|3|Male|2|Sales Executive|4|10798|5|Y|13|3|3|80||18|5|3|1|0|0
|No|Rarely|Sales|80|2|Life Sciences|1|1453|1|Male|3|Sales Executive|4|10793|1|Y|18|3|1|80||13|5|3|13|9|9
45|No|Rarely|Sales||3|Marketing|1|864|4|Male|3|Sales Executive|1|10761|4|Y|12|3|3|80||18|2|3|5|0|2
45|No|Non-Travel|Research & Development|10|1|Life Sciences|1|1712|3|Male|2|Healthcare Representative|3|10748|3|Y|23|4|4|80||25|3|2|23|14|4
54|No|Rarely|Research & Development|170|3|Technical Degree|1|1013|3|Female|3|Manufacturing Director|3|10739|8|Y|11|3|3|80||22|2|3|10|0|8
54|No|Rarely|Human Resources|190|4|Medical|1|698|3|Male|3|Human Resources|2|10725|2|Y|15|3|3|80||16|1|4|9|7|1
54|No|Rarely|Sales|20|4|Life Sciences|1|1070|3|Female|2|Sales Executive|3|10686|6|Y|11|3|2|80||13|4|3|9|7|0
35|No|Rarely|Research & Development|90|3|Life Sciences|1|880|4|Female|2|Manufacturing Director|3|10685|1|Y|20|4|2|80||17|2|3|17|5|15
46|No|Frequently|Research & Development||3|Medical|1|124|3|Male|2|Healthcare Representative|1|10673|2|Y|13|3|3|80||21|5|2|10|9|5
51|Yes|Frequently|Research & Development|80|4|Life Sciences|1|179|1|Male|1|Manufacturing Director|4|10650|2|Y|15|3|4|80||18|2|3|4|0|3
31|No|Rarely|Research & Development|90|1|Life Sciences|1|581|3|Male|3|Manufacturing Director|2|10648|1|Y|25|4|4|80||13|6|4|13|0|8
38|No|Rarely|Sales|30|3|Life Sciences|1|307|1|Male|3|Sales Executive|3|10609|0|Y|12|3|3|80||17|6|2|16|5|13
37|Yes|Rarely|Sales|10|4|Life Sciences|1|970|1|Male|2|Sales Executive|3|10609|5|Y|11|3|3|80||17|2|1|14|11|7
51|No|Frequently|Sales|20|3|Marketing|1|1391|2|Male|3|Sales Executive|2|10596|2|Y|11|3|2|80||14|5|3|4|3|2
58|No|Rarely|Research & Development|50|3|Technical Degree|1|940|3|Female|2|Healthcare Representative|2|10552|2|Y|13|3|4|80||24|3|3|6|0|4
46|No|Frequently|Research & Development|180|1|Medical|1|624|1|Female|3|Healthcare Representative|3|10527|5|Y|11|3|4|80|0|28|3|2|2|1|2
59|No|Rarely|Research & Development|180|4|Medical|1|1283|4|Male|3|Manufacturing Director|4|10512|6|Y|12|3|4|80|0|25|6|2|9|5|4
54|No|Frequently|Research & Development|10|4|Life Sciences|1|1245|4|Female|3|Manufacturing Director|3|10502|7|Y|17|3|1|80|10|33|2|1|5|1|4
50|No|Rarely|Research & Development|100|3|Technical Degree|1|491|4|Male|2|Healthcare Representative|4|10496|6|Y|15|3|4|80|0|20|2|3|4|1|3
44|Yes|Rarely|Human Resources|10|2|Medical|1|1098|2|Male|2|Human Resources|1|10482|9|Y|14|3|4|80||24|1|3|20|3|6
40|No|Frequently|Sales|50|4|Life Sciences|1|729|4|Male|2|Sales Executive|1|10475|5|Y|21|4|3|80|10|20|2|3|18|1|12
49|No|Rarely|Research & Development|70|4|Life Sciences|1|1484|3|Male|3|Healthcare Representative|2|10466|3|Y|14|3|2|80||29|3|3|8|0|7
46|No|Rarely|Sales||2|Marketing|1|244|2|Female|3|Sales Executive|1|10453|1|Y|25|4|3|80||24|2|3|24|15|7
53|Yes|Rarely|Sales|240|4|Life Sciences|1|1968|1|Male|3|Sales Executive|1|10448|6|Y|13|3|2|80||15|2|2|2|2|2
41|No|Rarely|Sales|40|1|Marketing|1|1815|3|Female|3|Sales Executive|3|10447|0|Y|13|3|4|80||23|3|4|22|13|5
52|No|Rarely|Research & Development|70|4|Life Sciences|1|1118|2|Male|3|Healthcare Representative|2|10445|7|Y|19|3|4|80||18|4|3|8|4|0
40|No|Rarely|Research & Development|150|3|Life Sciences|1|1628|1|Female|2|Manufacturing Director|3|10435|1|Y|13|3|4|80||18|2|3|18|14|12
32|No|Rarely|Sales|10|4|Marketing|1|2016|3|Female|3|Sales Executive|4|10422|1|Y|19|3|3|80||14|3|3|14|5|7
32|Yes|Rarely|Sales|40|4|Medical|1|291|4|Male|1|Sales Executive|4|10400|1|Y|11|3|3|80||14|2|2|14|9|8
35|No|Rarely|Research & Development|250|4|Medical|1|1014|3|Female|3|Healthcare Representative|3|10388|1|Y|11|3|3|80||16|3|2|16|10|1
35|No|Non-Travel|Sales|80|2|Marketing|1|1243|3|Female|2|Sales Executive|4|10377|4|Y|11|3|2|80||16|6|2|13|4|12
46|No|Rarely|Sales|20|3|Life Sciences|1|1732|3|Male|3|Sales Executive|4|10368|4|Y|12|3|2|80||13|5|2|10|0|3
47|No|Rarely|Research & Development|40|3|Life Sciences|1|1827|3|Female|2|Manufacturing Director|2|10333|8|Y|12|3|3|80||28|4|3|22|14|10
36|Yes|Rarely|Sales|30|1|Life Sciences|1|967|3|Male|2|Sales Executive|4|10325|1|Y|11|3|1|80||16|6|3|16|3|7
40|No|Rarely|Research & Development|200|4|Technical Degree|1|1092|1|Male|3|Healthcare Representative|4|10322|4|Y|20|4|4|80||14|6|3|11|11|1
58|Yes|Rarely|Research & Development|230|4|Medical|1|165|4|Female|3|Healthcare Representative|4|10312|1|Y|12|3|4|80||40|3|2|40|15|6
35|Yes|Rarely|Sales|100|3|Medical|1|1639|4|Male|2|Sales Executive|1|10306|9|Y|17|3|3|80||15|3|3|13|6|0
35|No|Rarely|Research & Development|20|3|Life Sciences|1|1182|3|Male|2|Manufacturing Director|2|10274|2|Y|18|3|2|80||15|2|4|7|6|4
60|No|Frequently|Sales|280|3|Marketing|1|573|3|Female|2|Sales Executive|1|10266|4|Y|19|3|4|80||22|5|4|18|13|11
36|No|Rarely|Research & Development|10|3|Technical Degree|1|1237|3|Female|1|Manufacturing Director|1|10252|2|Y|21|4|3|80||17|2|3|7|7|7
44|No|Rarely|Research & Development|70|4|Medical|1|36|1|Female|2|Healthcare Representative|4|10248|3|Y|14|3|4|80||24|4|3|22|5|17
55|No|Rarely|Sales|10|2|Life Sciences|1|106|1|Male|3|Sales Executive|4|10239|3|Y|14|3|4|80||24|4|3|1|1|0
43| NO|Rarely|Sales|40|4|Marketing|1|1293|4|Female|2|Sales Executive|4|10231|3|Y|14|3|4|80||23|3|4|21|15|17
35|No|Rarely|Research & Development|70|3|Other|1|845|3|Male|3|Manufacturing Director|3|10221|3|Y|21|4|2|80||17|3|4|8|1|6
44|No|Frequently|Research & Development|20|1|Medical|1|1496|2|Male|3|Manufacturing Director|3|10209|5|Y|18|3|2|80||16|2|2|2|2|2
53|Yes|Rarely|Research & Development|20|5|Technical Degree|1|1572|3|Female|2|Manufacturing Director|4|10169|0|Y|16|3|2|80||34|4|3|33|1|9
42|No|Frequently|Research & Development|20|3|Life Sciences|1|1547|4|Male|3|Healthcare Representative|4|10124|2|Y|14|3|3|80||24|3|1|20|13|9
36|No|Rarely|Research & Development|80|3|Technical Degree|1|83|3|Female|3|Healthcare Representative|3|10096|1|Y|13|3|2|80||17|2|3|17|12|8
46|Yes|Rarely|Sales|90|3|Marketing|1|1457|1|Male|3|Sales Executive|4|10096|4|Y|11|3|1|80||28|1|4|7|4|3
37|Yes|Frequently|Research & Development|100|3|Medical|1|342|1|Male|3|Manufacturing Director|3|10048|6|Y|11|3|2|80||17|5|3|1|0|0
58|Yes|Rarely|Research & Development|70|4|Medical|1|1360|3|Female|2|Manufacturing Director|1|10008|7|Y|14|3|4|80||31|0|2|10|5|9
33|No|Frequently|Sales|50|1|Life Sciences|1|1395|2|Male|3|Sales Executive|4|9998|6|Y|13|3|1|80||8|2|4|5|1|2
39|No|Rarely|Research & Development|60|1|Medical|1|2062|4|Male|2|Healthcare Representative|1|9991|4|Y|15|3|1|80||9|5|3|7|1|7
43|No|Rarely|Research & Development|70|3|Life Sciences|1|451|3|Female|3|Healthcare Representative|1|9985|8|Y|16|3|1|80||10|1|2|1|0|0
27|No|Frequently|Sales|200|3|Life Sciences|1|293|4|Female|3|Sales Executive|3|9981|1|Y|14|3|4|80||7|2|3|7|0|7
29|No|Rarely|Research & Development||4|Life Sciences|1|20|2|Female|4|Manufacturing Director|1|9980|1|Y|11|3|3|80||10|1|3|10|8|8
36|No|Non-Travel|Sales|100|4|Medical|1|592|2|Male|3|Sales Executive|4|9980|1|Y|14|3|4|80||10|3|2|10|9|7
30|No|Rarely|Research & Development|200|3|Other|1|1084|3|Male|3|Manufacturing Director|1|9957|0|Y|15|3|3|80||7|1|2|6|0|2
34|Yes|Frequently|Human Resources|230|3|Human Resources|1|590|2|Female|3|Human Resources|1|9950|9|Y|15|3|3|80||11|2|3|3|0|2
31|No|Non-Travel|Research & Development|50|3|Medical|1|2057|2|Male|3|Manufacturing Director|1|9936|0|Y|19|3|2|80||10|2|3|9|1|7
38|No|Rarely|Sales|140|3|Life Sciences|1|1582|3|Male|3|Sales Executive|2|9924|0|Y|11|3|4|80||10|3|3|9|7|7
32|Yes|Rarely|Sales|20|4|Marketing|1|1862|3|Male|2|Sales Executive|2|9907|7|Y|12|3|3|80||7|3|2|2|2|2
34|No|Rarely|Sales|10|3|Marketing|1|1950|1|Male|3|Sales Executive|4|9888|1|Y|21|4|1|80||14|3|2|14|2|1
35|No|Non-Travel|Research & Development||2|Medical|1|70|3|Male|2|Healthcare Representative|1|9884|2|Y|13|3|3|80||10|3|3|4|2|3
28|Yes|Rarely|Sales|130|2|Marketing|1|1933|4|Female|3|Sales Executive|3|9854|3|Y|11|3|4|80||6|0|3|2|2|2
31|No|Non-Travel|Sales|20|4|Life Sciences|1|1324|4|Female|3|Sales Executive|3|9852|1|Y|19|3|1|80||10|5|2|10|9|6
31|Yes|Frequently|Research & Development|200|3|Life Sciences|1|587|1|Male|3|Healthcare Representative|3|9824|3|Y|12|3|1|80||12|2|3|1|0|0
38|No|Rarely|Research & Development|100|3|Medical|1|634|3|Female|3|Healthcare Representative|3|9824|3|Y|19|3|3|80||18|4|3|1|0|0
45|No|Rarely|Human Resources|40|3|Life Sciences|1|1744|3|Female|1|Human Resources|3|9756|4|Y|21|4|3|80|20|9|2|4|5|0|3
36|No|Frequently|Sales|110|2|Technical Degree|1|154|2|Female|3|Sales Executive|4|9738|0|Y|14|3|3|80|10|10|6|3|9|2|8
34|No|Rarely|Sales|10|4|Marketing|1|1047|2|Male|4|Sales Executive|4|9725|0|Y|11|3|4|80||16|2|2|15|0|9
45|No|Rarely|Research & Development|70|3|Life Sciences|1|86|2|Male|3|Research Scientist|1|9724|2|Y|17|3|3|80|10|25|2|3|1|0|0
29|No|Rarely|Research & Development|80|1|Other|1|1544|3|Female|1|Healthcare Representative|1|9715|3|Y|13|3|3|80|10|9|3|3|7|0|7
30|Yes|Rarely|Sales|10|3|Life Sciences|1|1562|2|Male|2|Sales Executive|1|9714|1|Y|11|3|4|80|10|10|4|3|10|6|7
34|No|Rarely|Sales|40|3|Life Sciences|1|1882|3|Male|3|Sales Executive|4|9713|2|Y|13|3|4|80||9|3|3|5|1|0
40|No|Rarely|Sales|100|4|Marketing|1|954|1|Male|2|Sales Executive|2|9705|2|Y|12|3|2|80||11|2|2|1|0|0
36|No|Frequently|Sales|30|4|Medical|1|481|1|Male|2|Sales Executive|4|9699|4|Y|11|3|1|80||16|2|3|13|1|12
32|No|Rarely|Research & Development|50|4|Life Sciences|1|1966|4|Male|2|Manufacturing Director|4|9679|8|Y|24|4|2|80||8|1|3|1|0|0
30|No|Rarely|Research & Development|100|3|Medical|1|1816|1|Female|3|Manufacturing Director|3|9667|9|Y|14|3|2|80||9|3|3|7|0|2
31|No|Frequently|Sales|70|4|Marketing|1|1833|1|Female|3|Sales Executive|1|9637|2|Y|14|3|4|80||9|3|3|3|2|2
46|Yes|Rarely|Sales|90|2|Medical|1|118|3|Male|2|Sales Executive|4|9619|1|Y|16|3|4|80||9|3|3|9|4|7
39|No|Rarely|Research & Development|10|3|Medical|1|417|3|Male|4|Healthcare Representative|4|9613|0|Y|17|3|1|80||19|5|2|18|3|7
32|No|Rarely|Sales|190|3|Life Sciences|1|1739|4|Male|1|Sales Executive|3|9610|3|Y|13|3|3|80||10|2|1|4|0|2
37|No|Rarely|Sales|20|3|Marketing|1|656|4|Male|3|Sales Executive|3|9602|4|Y|11|3|3|80||17|3|2|3|1|0
35|Yes|Rarely|Sales|40|3|Technical Degree|1|1100|4|Male|3|Sales Executive|1|9582|0|Y|22|4|1|80||9|2|3|8|4|7
34|No|Frequently|Research & Development|20|1|Life Sciences|1|256|4|Male|2|Manufacturing Director|3|9547|1|Y|17|3|3|80||10|2|2|10|1|9
38|No|Frequently|Research & Development|230|3|Life Sciences|1|12|4|Male|2|Manufacturing Director|3|9526|0|Y|21|4|2|80||10|2|3|9|1|8
37|No|Frequently|Sales|10|4|Medical|1|1700|3|Male|1|Sales Executive|4|9525|1|Y|14|3|3|80||6|2|2|6|1|3
57|No|Rarely|Research & Development|240|2|Life Sciences|1|223|3|Male|4|Healthcare Representative|4|9439|3|Y|16|3|2|80||12|2|1|5|1|4
37|No|Rarely|Research & Development|30|3|Other|1|689|3|Male|3|Manufacturing Director|3|9434|1|Y|15|3|3|80||10|2|3|10|7|8
30|No|Rarely|Sales|50|3|Life Sciences|1|228|2|Female|3|Sales Executive|4|9419|2|Y|12|3|3|80||12|2|3|10|7|4
46|No|Rarely|Research & Development|10|4|Medical|1|288|4|Male|3|Healthcare Representative|1|9396|7|Y|16|3|3|80||17|3|3|4|0|3
45|No|Rarely|Research & Development|290|3|Technical Degree|1|1465|2|Male|3|Manufacturing Director|4|9380|4|Y|18|3|4|80||10|4|4|3|1|2
35|No|Frequently|Research & Development|180|2|Life Sciences|1|1412|3|Male|3|Manufacturing Director|4|9362|2|Y|11|3|3|80||10|2|3|2|2|2
41|Yes|Frequently|Sales|40|3|Marketing|1|488|1|Male|3|Sales Executive|2|9355|1|Y|18|3|3|80||8|5|3|8|7|7
36|No|Rarely|Sales|30|4|Marketing|1|1425|1|Female|3|Sales Executive|2|9278|3|Y|16|3|4|80||15|3|3|5|0|1
30|No|Rarely|Sales|290|4|Technical Degree|1|1568|3|Male|3|Sales Executive|2|9250|3|Y|12|3|2|80||9|3|3|4|1|3
41|No|Rarely|Sales|60|3|Marketing|1|1708|4|Male|3|Sales Executive|3|9241|1|Y|12|3|2|80||10|3|3|10|8|7
50|No|Frequently|Sales|120|3|Marketing|1|174|3|Female|3|Sales Executive|4|9208|4|Y|11|3|4|80||16|3|3|2|2|1
32|No|Rarely|Sales|70|5|Marketing|1|1446|4|Male|3|Sales Executive|4|9204|4|Y|12|3|3|80||7|3|2|4|0|3
40|Yes|Rarely|Sales|250|4|Marketing|1|1318|4|Male|2|Sales Executive|2|9094|2|Y|12|3|3|80||9|2|3|5|1|0
46|No|Rarely|Sales|100|3|Marketing|1|580|3|Female|2|Sales Executive|4|9071|2|Y|19|3|3|80||15|3|3|3|1|2
35|No|Frequently|Sales|180|5|Life Sciences|1|74|2|Male|3|Sales Executive|1|9069|1|Y|22|4|4|80||9|3|2|9|1|8
32|No|Frequently|Sales|80|3|Marketing|1|207|2|Female|3|Sales Executive|4|8998|1|Y|14|3|4|80||9|2|3|9|3|7
35|No|Rarely|Sales|170|4|Life Sciences|1|1218|3|Male|3|Sales Executive|1|8966|3|Y|15|3|4|80||15|2|3|7|1|7
31|No|Frequently|Research & Development|70|2|Life Sciences|1|442|3|Female|2|Manufacturing Director|3|8943|1|Y|24|4|1|80||10|2|3|10|8|9
41|No|Rarely|Sales|30|3|Life Sciences|1|2037|3|Male|2|Sales Executive|2|8938|2|Y|11|2|3|80|10|14|5|3|5|0|4
46|Yes|Rarely|Research & Development|210|2|Medical|1|1821|4|Female|3|Healthcare Representative|2|8926|4|Y|22|4|4|80||13|2|4|9|3|7
45|No|Non-Travel|Sales|60|3|Medical|1|302|4|Female|2|Sales Executive|4|8865|6|Y|12|3|4|80||23|2|3|19|12|8
36|No|Rarely|Research & Development|120|5|Medical|1|1073|4|Female|2|Manufacturing Director|4|8858|0|Y|11|3|2|80||15|2|2|14|7|8
29|No|Frequently|Research & Development|20|1|Life Sciences|1|1590|1|Male|3|Healthcare Representative|4|8853|1|Y|19|3|4|80||6|0|4|6|1|3
36|No|Rarely|Research & Development|90|2|Medical|1|699|2|Male|2|Manufacturing Director|2|8847|2|Y|11|3|3|80||13|2|3|3|0|2
35|no|Rarely|Human Resources|260|4|Life Sciences|1|2040|3|Female|3|Human Resources|4|8837|1|Y|16|3|3|80||9|2|3|9|1|7
37|No|Non-Travel|Sales|90|4|Medical|1|626|1|Male|3|Sales Executive|2|8834|1|Y|13|3|4|80||9|6|3|9|7|7
38|No|Rarely|Research & Development|170|1|Life Sciences|1|1088|3|Female|2|Healthcare Representative|3|8823|0|Y|18|3|1|80||20|4|2|19|1|9
27|No|Frequently|Research & Development||2|Life Sciences|1|733|4|Male|3|Manufacturing Director|1|8793|1|Y|21|4|3|80||9|4|2|9|1|7
35|No|Frequently|Sales|10|3|Marketing|1|314|3|Female|3|Sales Executive|3|8789|1|Y|14|3|1|80||10|3|4|10|0|8
38|No|Rarely|Sales|100|4|Marketing|1|1119|3|Male|2|Sales Executive|3|8740|0|Y|14|3|2|80||9|2|3|8|2|7
27|No|Frequently|Sales|80|3|Life Sciences|1|56|4|Male|3|Sales Executive|3|8726|1|Y|15|3|4|80||9|0|3|9|1|7
28|Yes|Non-Travel|Research & Development|240|2|Technical Degree|1|1082|2|Male|2|Healthcare Representative|1|8722|1|Y|12|3|1|80||10|2|2|10|1|9
38|No|Rarely|Sales|10|4|Life Sciences|1|230|1|Female|2|Sales Executive|4|8686|4|Y|22|4|3|80||12|2|4|8|0|7
25|No|Rarely|Sales|280|3|Life Sciences|1|183|1|Male|2|Sales Executive|3|8639|2|Y|18|3|4|80||6|3|3|2|2|2
47|No|Rarely|Research & Development|250|3|Medical|1|1993|1|Male|3|Healthcare Representative|3|8633|2|Y|23|4|2|80||25|3|3|17|12|11
34|No|Rarely|Sales|130|4|Medical|1|1951|4|Male|3|Sales Executive|3|8628|1|Y|18|3|3|80||9|2|2|8|1|1
34|No|Rarely|Research & Development|90|3|Medical|1|717|4|Female|2|Healthcare Representative|2|8621|1|Y|14|3|2|80||9|3|4|8|7|7
29|No|Rarely|Sales|190|3|Life Sciences|1|1497|3|Male|2|Sales Executive|3|8620|1|Y|14|3|3|80||10|3|3|10|0|4
35|No|Rarely|Research & Development|160|3|Life Sciences|1|1529|4|Female|2|Healthcare Representative|2|8606|1|Y|19|3|4|80||11|3|1|11|3|3
46|No|Rarely|Research & Development|20|2|Life Sciences|1|1857|4|Male|3|Manufacturing Director|4|8578|3|Y|14|3|3|80||12|4|2|9|4|7
33|Yes|Rarely|Sales|160|3|Life Sciences|1|1758|1|Female|3|Sales Executive|1|8564|2|Y|20|4|3|80||11|2|2|0|0|0
34|No|Rarely|Research & Development|90|3|Life Sciences|1|1344|4|Male|3|Healthcare Representative|4|8500|0|Y|11|3|4|80||10|0|2|9|1|6
30|No|Non-Travel|Research & Development|10|1|Life Sciences|1|292|3|Male|2|Manufacturing Director|3|8474|1|Y|22|4|3|80||12|2|3|11|5|8
28|No|Rarely|Sales|50|3|Medical|1|1469|4|Male|3|Sales Executive|1|8463|0|Y|18|3|4|80||6|4|3|5|1|3
52|Yes|Rarely|Sales|50|3|Life Sciences|1|1319|2|Male|3|Sales Executive|2|8446|9|Y|19|3|3|80||10|2|2|8|7|7
30|No|Non-Travel|Sales|220|4|Other|1|567|3|Female|3|Sales Executive|1|8412|0|Y|11|3|3|80||10|3|3|9|7|8
40|No|Rarely|Sales|260|3|Marketing|1|1066|3|Male|3|Sales Executive|1|8396|1|Y|14|3|2|80||8|3|2|7|7|5
41|No|Rarely|Sales|10|3|Marketing|1|534|2|Male|4|Sales Executive|1|8392|1|Y|16|3|3|80||10|2|3|10|0|7
53|No|Rarely|Sales|10|1|Medical|1|682|4|Female|3|Sales Executive|1|8381|7|Y|20|4|4|80||18|2|4|14|8|10
33|No|Rarely|Sales|100|5|Marketing|1|1268|4|Male|4|Sales Executive|3|8380|0|Y|14|3|4|80||10|3|3|9|0|8
39|No|Rarely|Research & Development|60|3|Life Sciences|1|1525|2|Female|3|Manufacturing Director|2|8376|4|Y|18|3|4|80||9|3|3|2|2|2
31|No|Rarely|Sales|50|3|Technical Degree|1|1749|1|Male|3|Sales Executive|3|8346|1|Y|19|3|3|80|||3|3|5|0|2
36|No|Rarely|Research & Development|100|3|Life Sciences|1|1790|4|Male|3|Healthcare Representative|1|8321|7|Y|13|3|4|80||15|1|3|12|5|7
29|No|Rarely|Sales|100|1|Marketing|1|463|4|Female|2|Sales Executive|2|8268|1|Y|14|3|1|80||7|2|3|7|1|7
39|No|Rarely|Sales|60|3|Medical|1|1588|4|Male|4|Sales Executive|3|8237|2|Y|11|3|1|80||11|3|3|7|7|6
33|Yes|Rarely|Sales|90|4|Marketing|1|1157|1|Female|3|Sales Executive|1|8224|0|Y|17|3|1|80||6|3|3|5|0|3
41|No|Rarely|Sales|90|1|Life Sciences|1|176|3|Male|3|Sales Executive|3|8189|3|Y|13|3|3|80||12|2|3|9|0|7
31|Yes|Rarely|Sales|160|4|Marketing|1|1761|1|Male|3|Sales Executive|3|8161|2|Y|13|3|1|80||10|2|3|1|0|0
48|No|Rarely|Sales|20|1|Marketing|1|712|2|Male|4|Sales Executive|2|8120|3|Y|12|3|4|80||12|3|3|2|2|2
34|No|Rarely|Sales|30|1|Medical|1|1915|4|Female|2|Sales Executive|4|8103|3|Y|12|3|3|80||9|3|2|4|0|1
|No|Rarely|Research & Development|50|4|Technical Degree|1|464|3|Male|3|Manufacturing Director|2|8095|0|Y|13|3|4|80||17|5|3|16|0|13
35|No|Rarely|Sales|160|3|Marketing|1|406|3|Male|3|Sales Executive|2|8020|0|Y|15|3|3|80||12|3|2|11|6|9
36|No|Rarely|Research & Development|50|4|Life Sciences|1|1651|2|Female|3|Healthcare Representative|1|8008|4|Y|12|3|3|80||9|6|3|3|0|2
