,idade,desligado,viagens,departamento,distancia_de_casa,nivel_educacional,campo_da_educacao,id_do_empregado,satisfacao_com_ambiente,genero,envolvimento_com_o_trabalho,cargo,satisfacao_com_trabalho,renda_mensal,numero_de_companhias_que_trabalhou,percentual_de_aumento_salarial,desempenho,satisfacao_com_relacionamento,anos_de_trabalho,treinamentos_no_ultimo_ano,equilibrio_vida_trabalho,anos_na_empresa,anos_desde_a_ultima_promocao,anos_com_atual_gestor,target
288,34.0,yes,Frequently,Human Resources,230.0,3,Human Resources,590,2,Female,3,Human Resources,1,9950.0,9,15,3,3,11.0,2,3,3,0,2,1
289,31.0,no,Non-Travel,Research & Development,50.0,3,Medical,2057,2,Male,3,Manufacturing Director,1,9936.0,0,19,3,2,10.0,2,3,9,1,7,0
290,38.0,no,Rarely,Sales,140.0,3,Life Sciences,1582,3,Male,3,Sales Executive,2,9924.0,0,11,3,4,10.0,3,3,9,7,7,0
291,32.0,yes,Rarely,Sales,20.0,4,Marketing,1862,3,Male,2,Sales Executive,2,9907.0,7,12,3,3,7.0,3,2,2,2,2,1
292,34.0,no,Rarely,Sales,10.0,3,Marketing,1950,1,Male,3,Sales Executive,4,9888.0,1,21,4,1,14.0,3,2,14,2,1,0
293,35.0,no,Non-Travel,Research & Development,146.66666666666666,2,Medical,70,3,Male,2,Healthcare Representative,1,9884.0,2,13,3,3,10.0,3,3,4,2,3,0
294,28.0,yes,Rarely,Sales,130.0,2,Marketing,1933,4,Female,3,Sales Executive,3,9854.0,3,11,3,4,6.0,0,3,2,2,2,1
295,31.0,no,Non-Travel,Sales,20.0,4,Life Sciences,1324,4,Female,3,Sales Executive,3,9852.0,1,19,3,1,10.0,5,2,10,9,6,0
296,31.0,yes,Frequently,Research & Development,200.0,3,Life Sciences,587,1,Male,3,Healthcare Representative,3,9824.0,3,12,3,1,12.0,2,3,1,0,0,1
297,38.0,no,Rarely,Research & Development,100.0,3,Medical,634,3,Female,3,Healthcare Representative,3,9824.0,3,19,3,3,18.0,4,3,1,0,0,0
298,45.0,no,Rarely,Human Resources,40.0,3,Life Sciences,1744,3,Female,1,Human Resources,3,9756.0,4,21,4,3,9.0,2,4,5,0,3,0
299,36.0,no,Frequently,Sales,110.0,2,Technical Degree,154,2,Female,3,Sales Executive,4,9738.0,0,14,3,3,10.0,6,3,9,2,8,0
300,34.0,no,Rarely,Sales,10.0,4,Marketing,1047,2,Male,4,Sales Executive,4,9725.0,0,11,3,4,16.0,2,2,15,0,9,0
301,45.0,no,Rarely,Research & Development,70.0,3,Life Sciences,86,2,Male,3,Research Scientist,1,9724.0,2,17,3,3,25.0,2,3,1,0,0,0
302,29.0,no,Rarely,Research & Development,80.0,1,Other,1544,3,Female,1,Healthcare Representative,1,9715.0,3,13,3,3,9.0,3,3,7,0,7,0
303,30.0,yes,Rarely,Sales,10.0,3,Life Sciences,1562,2,Male,2,Sales Executive,1,9714.0,1,11,3,4,10.0,4,3,10,6,7,1
304,34.0,no,Rarely,Sales,40.0,3,Life Sciences,1882,3,Male,3,Sales Executive,4,9713.0,2,13,3,4,9.0,3,3,5,1,0,0
305,40.0,no,Rarely,Sales,100.0,4,Marketing,954,1,Male,2,Sales Executive,2,9705.0,2,12,3,2,11.0,2,2,1,0,0,0
306,36.0,no,Frequently,Sales,30.0,4,Medical,481,1,Male,2,Sales Executive,4,9699.0,4,11,3,1,16.0,2,3,13,1,12,0
307,32.0,no,Rarely,Research & Development,50.0,4,Life Sciences,1966,4,Male,2,Manufacturing Director,4,9679.0,8,24,4,2,8.0,1,3,1,0,0,0
308,30.0,no,Rarely,Research & Development,100.0,3,Medical,1816,1,Female,3,Manufacturing Director,3,9667.0,9,14,3,2,9.0,3,3,7,0,2,0
309,31.0,no,Frequently,Sales,70.0,4,Marketing,1833,1,Female,3,Sales Executive,1,9637.0,2,14,3,4,9.0,3,3,3,2,2,0
310,46.0,yes,Rarely,Sales,90.0,2,Medical,118,3,Male,2,Sales Executive,4,9619.0,1,16,3,4,9.0,3,3,9,4,7,1
311,39.0,no,Rarely,Research & Development,10.0,3,Medical,417,3,Male,4,Healthcare Representative,4,9613.0,0,17,3,1,19.0,5,2,18,3,7,0
312,32.0,no,Rarely,Sales,190.0,3,Life Sciences,1739,4,Male,1,Sales Executive,3,9610.0,3,13,3,3,10.0,2,1,4,0,2,0
313,37.0,no,Rarely,Sales,20.0,3,Marketing,656,4,Male,3,Sales Executive,3,9602.0,4,11,3,3,17.0,3,2,3,1,0,0
314,35.0,yes,Rarely,Sales,40.0,3,Technical Degree,1100,4,Male,3,Sales Executive,1,9582.0,0,22,4,1,9.0,2,3,8,4,7,1
315,34.0,no,Frequently,Research & Development,20.0,1,Life Sciences,256,4,Male,2,Manufacturing Director,3,9547.0,1,17,3,3,10.0,2,2,10,1,9,0
316,38.0,no,Frequently,Research & Development,230.0,3,Life Sciences,12,4,Male,2,Manufacturing Director,3,9526.0,0,21,4,2,10.0,2,3,9,1,8,0
317,37.0,no,Frequently,Sales,10.0,4,Medical,1700,3,Male,1,Sales Executive,4,9525.0,1,14,3,3,6.0,2,2,6,1,3,0
318,57.0,no,Rarely,Research & Development,240.0,2,Life Sciences,223,3,Male,4,Healthcare Representative,4,9439.0,3,16,3,2,12.0,2,1,5,1,4,0
319,37.0,no,Rarely,Research & Development,30.0,3,Other,689,3,Male,3,Manufacturing Director,3,9434.0,1,15,3,3,10.0,2,3,10,7,8,0
320,30.0,no,Rarely,Sales,50.0,3,Life Sciences,228,2,Female,3,Sales Executive,4,9419.0,2,12,3,3,12.0,2,3,10,7,4,0
321,46.0,no,Rarely,Research & Development,10.0,4,Medical,288,4,Male,3,Healthcare Representative,1,9396.0,7,16,3,3,17.0,3,3,4,0,3,0
322,45.0,no,Rarely,Research & Development,290.0,3,Technical Degree,1465,2,Male,3,Manufacturing Director,4,9380.0,4,18,3,4,10.0,4,4,3,1,2,0
323,35.0,no,Frequently,Research & Development,180.0,2,Life Sciences,1412,3,Male,3,Manufacturing Director,4,9362.0,2,11,3,3,10.0,2,3,2,2,2,0
324,41.0,yes,Frequently,Sales,40.0,3,Marketing,488,1,Male,3,Sales Executive,2,9355.0,1,18,3,3,8.0,5,3,8,7,7,1
325,36.0,no,Rarely,Sales,30.0,4,Marketing,1425,1,Female,3,Sales Executive,2,9278.0,3,16,3,4,15.0,3,3,5,0,1,0
326,30.0,no,Rarely,Sales,290.0,4,Technical Degree,1568,3,Male,3,Sales Executive,2,9250.0,3,12,3,2,9.0,3,3,4,1,3,0
327,41.0,no,Rarely,Sales,60.0,3,Marketing,1708,4,Male,3,Sales Executive,3,9241.0,1,12,3,2,10.0,3,3,10,8,7,0
328,50.0,no,Frequently,Sales,120.0,3,Marketing,174,3,Female,3,Sales Executive,4,9208.0,4,11,3,4,16.0,3,3,2,2,1,0
329,32.0,no,Rarely,Sales,70.0,5,Marketing,1446,4,Male,3,Sales Executive,4,9204.0,4,12,3,3,7.0,3,2,4,0,3,0
330,40.0,yes,Rarely,Sales,250.0,4,Marketing,1318,4,Male,2,Sales Executive,2,9094.0,2,12,3,3,9.0,2,3,5,1,0,1
331,46.0,no,Rarely,Sales,100.0,3,Marketing,580,3,Female,2,Sales Executive,4,9071.0,2,19,3,3,15.0,3,3,3,1,2,0
332,35.0,no,Frequently,Sales,180.0,5,Life Sciences,74,2,Male,3,Sales Executive,1,9069.0,1,22,4,4,9.0,3,2,9,1,8,0
333,32.0,no,Frequently,Sales,80.0,3,Marketing,207,2,Female,3,Sales Executive,4,8998.0,1,14,3,4,9.0,2,3,9,3,7,0
334,35.0,no,Rarely,Sales,170.0,4,Life Sciences,1218,3,Male,3,Sales Executive,1,8966.0,3,15,3,4,15.0,2,3,7,1,7,0
335,31.0,no,Frequently,Research & Development,70.0,2,Life Sciences,442,3,Female,2,Manufacturing Director,3,8943.0,1,24,4,1,10.0,2,3,10,8,9,0
336,41.0,no,Rarely,Sales,30.0,3,Life Sciences,2037,3,Male,2,Sales Executive,2,8938.0,2,11,2,3,14.0,5,3,5,0,4,0
337,46.0,yes,Rarely,Research & Development,210.0,2,Medical,1821,4,Female,3,Healthcare Representative,2,8926.0,4,22,4,4,13.0,2,4,9,3,7,1
338,45.0,no,Non-Travel,Sales,60.0,3,Medical,302,4,Female,2,Sales Executive,4,8865.0,6,12,3,4,23.0,2,3,19,12,8,0
339,36.0,no,Rarely,Research & Development,120.0,5,Medical,1073,4,Female,2,Manufacturing Director,4,8858.0,0,11,3,2,15.0,2,2,14,7,8,0
340,29.0,no,Frequently,Research & Development,20.0,1,Life Sciences,1590,1,Male,3,Healthcare Representative,4,8853.0,1,19,3,4,6.0,0,4,6,1,3,0
341,36.0,no,Rarely,Research & Development,90.0,2,Medical,699,2,Male,2,Manufacturing Director,2,8847.0,2,11,3,3,13.0,2,3,3,0,2,0
342,35.0,no,Rarely,Human Resources,260.0,4,Life Sciences,2040,3,Female,3,Human Resources,4,8837.0,1,16,3,3,9.0,2,3,9,1,7,0
343,37.0,no,Non-Travel,Sales,90.0,4,Medical,626,1,Male,3,Sales Executive,2,8834.0,1,13,3,4,9.0,6,3,9,7,7,0
344,38.0,no,Rarely,Research & Development,170.0,1,Life Sciences,1088,3,Female,2,Healthcare Representative,3,8823.0,0,18,3,1,20.0,4,2,19,1,9,0
345,27.0,no,Frequently,Research & Development,146.66666666666666,2,Life Sciences,733,4,Male,3,Manufacturing Director,1,8793.0,1,21,4,3,9.0,4,2,9,1,7,0
346,35.0,no,Frequently,Sales,10.0,3,Marketing,314,3,Female,3,Sales Executive,3,8789.0,1,14,3,1,10.0,3,4,10,0,8,0
347,38.0,no,Rarely,Sales,100.0,4,Marketing,1119,3,Male,2,Sales Executive,3,8740.0,0,14,3,2,9.0,2,3,8,2,7,0
348,27.0,no,Frequently,Sales,80.0,3,Life Sciences,56,4,Male,3,Sales Executive,3,8726.0,1,15,3,4,9.0,0,3,9,1,7,0
349,28.0,yes,Non-Travel,Research & Development,240.0,2,Technical Degree,1082,2,Male,2,Healthcare Representative,1,8722.0,1,12,3,1,10.0,2,2,10,1,9,1
350,38.0,no,Rarely,Sales,10.0,4,Life Sciences,230,1,Female,2,Sales Executive,4,8686.0,4,22,4,3,12.0,2,4,8,0,7,0
351,25.0,no,Rarely,Sales,280.0,3,Life Sciences,183,1,Male,2,Sales Executive,3,8639.0,2,18,3,4,6.0,3,3,2,2,2,0
352,47.0,no,Rarely,Research & Development,250.0,3,Medical,1993,1,Male,3,Healthcare Representative,3,8633.0,2,23,4,2,25.0,3,3,17,12,11,0
353,34.0,no,Rarely,Sales,130.0,4,Medical,1951,4,Male,3,Sales Executive,3,8628.0,1,18,3,3,9.0,2,2,8,1,1,0
354,34.0,no,Rarely,Research & Development,90.0,3,Medical,717,4,Female,2,Healthcare Representative,2,8621.0,1,14,3,2,9.0,3,4,8,7,7,0
355,29.0,no,Rarely,Sales,190.0,3,Life Sciences,1497,3,Male,2,Sales Executive,3,8620.0,1,14,3,3,10.0,3,3,10,0,4,0
356,35.0,no,Rarely,Research & Development,160.0,3,Life Sciences,1529,4,Female,2,Healthcare Representative,2,8606.0,1,19,3,4,11.0,3,1,11,3,3,0
357,46.0,no,Rarely,Research & Development,20.0,2,Life Sciences,1857,4,Male,3,Manufacturing Director,4,8578.0,3,14,3,3,12.0,4,2,9,4,7,0
358,33.0,yes,Rarely,Sales,160.0,3,Life Sciences,1758,1,Female,3,Sales Executive,1,8564.0,2,20,4,3,11.0,2,2,0,0,0,1
359,34.0,no,Rarely,Research & Development,90.0,3,Life Sciences,1344,4,Male,3,Healthcare Representative,4,8500.0,0,11,3,4,10.0,0,2,9,1,6,0
360,30.0,no,Non-Travel,Research & Development,10.0,1,Life Sciences,292,3,Male,2,Manufacturing Director,3,8474.0,1,22,4,3,12.0,2,3,11,5,8,0
361,28.0,no,Rarely,Sales,50.0,3,Medical,1469,4,Male,3,Sales Executive,1,8463.0,0,18,3,4,6.0,4,3,5,1,3,0
362,52.0,yes,Rarely,Sales,50.0,3,Life Sciences,1319,2,Male,3,Sales Executive,2,8446.0,9,19,3,3,10.0,2,2,8,7,7,1
363,30.0,no,Non-Travel,Sales,220.0,4,Other,567,3,Female,3,Sales Executive,1,8412.0,0,11,3,3,10.0,3,3,9,7,8,0
364,40.0,no,Rarely,Sales,260.0,3,Marketing,1066,3,Male,3,Sales Executive,1,8396.0,1,14,3,2,8.0,3,2,7,7,5,0
365,41.0,no,Rarely,Sales,10.0,3,Marketing,534,2,Male,4,Sales Executive,1,8392.0,1,16,3,3,10.0,2,3,10,0,7,0
366,53.0,no,Rarely,Sales,10.0,1,Medical,682,4,Female,3,Sales Executive,1,8381.0,7,20,4,4,18.0,2,4,14,8,10,0
367,33.0,no,Rarely,Sales,100.0,5,Marketing,1268,4,Male,4,Sales Executive,3,8380.0,0,14,3,4,10.0,3,3,9,0,8,0
368,39.0,no,Rarely,Research & Development,60.0,3,Life Sciences,1525,2,Female,3,Manufacturing Director,2,8376.0,4,18,3,4,9.0,3,3,2,2,2,0
369,31.0,no,Rarely,Sales,50.0,3,Technical Degree,1749,1,Male,3,Sales Executive,3,8346.0,1,19,3,3,14.0,3,3,5,0,2,0
370,36.0,no,Rarely,Research & Development,100.0,3,Life Sciences,1790,4,Male,3,Healthcare Representative,1,8321.0,7,13,3,4,15.0,1,3,12,5,7,0
371,29.0,no,Rarely,Sales,100.0,1,Marketing,463,4,Female,2,Sales Executive,2,8268.0,1,14,3,1,7.0,2,3,7,1,7,0
372,39.0,no,Rarely,Sales,60.0,3,Medical,1588,4,Male,4,Sales Executive,3,8237.0,2,11,3,1,11.0,3,3,7,7,6,0
373,33.0,yes,Rarely,Sales,90.0,4,Marketing,1157,1,Female,3,Sales Executive,1,8224.0,0,17,3,1,6.0,3,3,5,0,3,1
374,41.0,no,Rarely,Sales,90.0,1,Life Sciences,176,3,Male,3,Sales Executive,3,8189.0,3,13,3,3,12.0,2,3,9,0,7,0
375,31.0,yes,Rarely,Sales,160.0,4,Marketing,1761,1,Male,3,Sales Executive,3,8161.0,2,13,3,1,10.0,2,3,1,0,0,1
376,48.0,no,Rarely,Sales,20.0,1,Marketing,712,2,Male,4,Sales Executive,2,8120.0,3,12,3,4,12.0,3,3,2,2,2,0
377,34.0,no,Rarely,Sales,30.0,1,Medical,1915,4,Female,2,Sales Executive,4,8103.0,3,12,3,3,9.0,3,2,4,0,1,0
378,39.333333333333336,no,Rarely,Research & Development,50.0,4,Technical Degree,464,3,Male,3,Manufacturing Director,2,8095.0,0,13,3,4,17.0,5,3,16,0,13,0
379,35.0,no,Rarely,Sales,160.0,3,Marketing,406,3,Male,3,Sales Executive,2,8020.0,0,15,3,3,12.0,3,2,11,6,9,0
380,36.0,no,Rarely,Research & Development,50.0,4,Life Sciences,1651,2,Female,3,Healthcare Representative,1,8008.0,4,12,3,3,9.0,6,3,3,0,2,0
381,46.0,no,Non-Travel,Sales,260.0,2,Life Sciences,1801,2,Male,2,Sales Executive,2,7991.0,8,15,3,3,6.0,3,3,2,2,2,0
382,29.0,no,Rarely,Human Resources,170.0,3,Other,1419,2,Male,2,Human Resources,1,7988.0,1,13,3,1,11.333333333333334,3,2,10,0,9,0
383,44.0,yes,Rarely,Research & Development,150.0,3,Medical,1295,1,Female,3,Healthcare Representative,4,7978.0,1,11,3,4,10.0,2,3,10,0,5,1
384,52.0,no,Rarely,Research & Development,30.0,3,Medical,543,4,Male,2,Manufacturing Director,3,7969.0,2,14,3,3,28.0,4,3,5,0,4,0
385,40.0,no,Rarely,Research & Development,160.0,3,Life Sciences,1641,3,Female,3,Manufacturing Director,4,7945.0,6,15,3,4,18.0,2,2,4,3,3,0
386,29.0,no,Frequently,Sales,10.0,1,Medical,312,2,Female,3,Sales Executive,4,7918.0,1,14,3,4,11.0,5,3,11,4,1,0
387,48.0,no,Rarely,Research & Development,40.0,3,Life Sciences,1363,4,Male,3,Manufacturing Director,4,7898.0,1,11,3,3,11.0,2,3,10,0,8,0
388,39.0,no,Rarely,Sales,20.0,5,Life Sciences,985,1,Male,4,Sales Executive,3,7880.0,0,18,3,4,10.0,3,3,8,0,7,0
389,44.0,no,Rarely,Research & Development,20.0,3,Life Sciences,1703,3,Female,4,Healthcare Representative,4,7879.0,1,19,3,2,9.0,2,3,8,6,7,0
390,38.0,no,Rarely,Research & Development,150.0,3,Life Sciences,743,3,Female,3,Manufacturing Director,3,7861.0,4,14,3,4,10.0,4,4,1,0,0,0
391,43.0,no,Rarely,Sales,20.0,3,Medical,1706,4,Male,3,Sales Executive,4,7847.0,1,17,3,1,10.333333333333334,3,3,10,8,8,0
392,35.0,no,Rarely,Sales,30.0,4,Life Sciences,984,4,Male,3,Sales Executive,4,7823.0,6,13,3,2,12.0,2,3,10,0,8,0
393,36.0,no,Non-Travel,Research & Development,180.0,4,Life Sciences,1133,1,Male,3,Manufacturing Director,4,7779.0,2,20,4,1,18.0,0,3,11,0,9,0
394,34.0,no,Frequently,Research & Development,30.0,1,Life Sciences,1103,1,Male,3,Healthcare Representative,4,7756.0,0,17,3,3,7.0,1,2,6,0,4,0
395,38.0,no,Rarely,Research & Development,20.0,2,Medical,1638,4,Female,2,Manufacturing Director,3,7756.0,3,19,3,4,10.0,6,4,5,0,2,0
396,33.0,no,Frequently,Research & Development,150.0,3,Life Sciences,692,3,Male,3,Healthcare Representative,4,7725.0,3,23,4,3,15.0,2,1,13,4,7,0
397,28.0,no,Rarely,Research & Development,30.0,3,Medical,1121,4,Female,3,Manufacturing Director,2,7655.0,0,17,3,2,10.0,3,2,9,1,7,0
398,49.0,yes,Rarely,Sales,110.0,3,Marketing,840,3,Female,3,Sales Executive,4,7654.0,1,18,3,1,9.0,3,4,9,7,7,1
399,36.0,no,Rarely,Sales,30.0,3,Medical,2024,1,Female,2,Sales Executive,4,7644.0,0,19,3,3,10.0,2,3,9,3,4,0
400,37.0,no,Non-Travel,Sales,190.0,2,Medical,904,1,Male,3,Sales Executive,2,7642.0,1,13,3,4,10.0,2,3,10,0,9,0
401,29.0,yes,Rarely,Sales,126.66666666666667,3,Marketing,283,2,Female,3,Sales Executive,4,7639.0,1,22,4,4,10.0,3,2,10,1,9,1
402,59.0,no,Rarely,Sales,250.0,3,Life Sciences,81,1,Female,3,Sales Executive,1,7637.0,7,11,3,4,28.0,3,2,21,7,9,0
403,35.0,no,Rarely,Research & Development,160.0,3,Life Sciences,586,4,Male,3,Healthcare Representative,3,7632.0,4,12,3,3,10.0,2,3,8,0,0,0
404,38.0,no,Rarely,Research & Development,10.0,4,Life Sciences,724,2,Female,4,Healthcare Representative,4,7625.0,0,13,3,3,10.0,4,2,9,1,8,0
405,36.0,no,Rarely,Sales,20.0,2,Medical,513,2,Male,2,Sales Executive,3,7596.0,1,13,3,2,10.0,2,3,10,9,0,0
406,36.0,no,Non-Travel,Sales,80.0,4,Life Sciences,789,1,Male,2,Sales Executive,1,7587.0,1,15,3,2,10.0,1,3,10,0,9,0
407,29.0,yes,Frequently,Research & Development,140.0,1,Other,1421,3,Female,3,Healthcare Representative,4,7553.0,0,12,2,1,9.0,1,3,8,7,7,1
408,31.0,no,Rarely,Sales,70.0,3,Marketing,438,4,Male,3,Sales Executive,4,7547.0,4,12,3,4,13.0,3,3,7,1,7,0
409,53.0,no,Frequently,Sales,20.0,3,Marketing,1050,3,Female,2,Sales Executive,2,7525.0,2,12,3,1,30.0,2,3,15,6,12,0
410,43.0,no,Rarely,Research & Development,110.0,3,Life Sciences,1971,1,Male,3,Healthcare Representative,3,7510.0,1,17,3,2,10.0,1,3,10,0,9,0
411,37.0,no,Rarely,Research & Development,10.0,3,Technical Degree,623,2,Female,3,Manufacturing Director,4,7491.0,4,17,3,4,12.0,3,4,6,1,2,0
412,51.0,no,Frequently,Research & Development,10.0,4,Medical,145,1,Female,2,Healthcare Representative,1,7484.0,3,20,4,3,23.0,1,2,13,12,8,0
413,40.0,no,Rarely,Sales,10.0,2,Medical,453,2,Male,1,Sales Executive,4,7457.0,2,22,4,3,6.0,2,2,4,0,2,0
414,31.0,yes,Frequently,Research & Development,10.0,5,Life Sciences,1459,3,Female,4,Manufacturing Director,2,7446.0,1,11,3,1,10.0,2,3,10,4,7,1
415,45.0,no,Rarely,Research & Development,10.0,4,Technical Degree,1553,1,Male,3,Healthcare Representative,2,7441.0,1,12,3,1,10.0,4,3,10,7,7,0
416,37.0,no,Rarely,Sales,146.66666666666666,3,Life Sciences,152,3,Male,3,Sales Executive,4,7428.0,2,12,3,1,12.0,3,3,5,1,3,0
417,27.0,no,Rarely,Research & Development,10.0,2,Life Sciences,725,3,Female,3,Manufacturing Director,1,7412.0,1,11,3,4,9.0,3,3,9,0,7,0
418,42.0,no,Rarely,Research & Development,240.0,3,Medical,605,4,Male,3,Manufacturing Director,1,7406.0,1,21,4,4,15.333333333333334,5,2,10,5,8,0
419,49.0,no,Rarely,Research & Development,80.0,2,Other,944,1,Female,3,Laboratory Technician,2,7403.0,4,11,3,3,29.0,3,2,26,1,7,0
420,46.0,no,Rarely,Research & Development,20.0,4,Technical Degree,1228,4,Male,3,Manufacturing Director,4,7379.0,2,11,3,3,12.0,3,2,6,1,4,0
421,38.0,no,Rarely,Sales,220.0,2,Marketing,1125,4,Male,3,Sales Executive,2,7351.0,7,16,3,3,10.0,2,3,1,0,0,0
422,29.0,yes,Rarely,Sales,230.0,1,Life Sciences,1165,4,Female,2,Sales Executive,1,7336.0,1,13,3,1,11.0,3,1,11,3,10,1
423,46.0,yes,Rarely,Sales,100.0,3,Life Sciences,1869,3,Female,3,Sales Executive,2,7314.0,5,21,4,3,14.0,2,3,8,0,7,1
424,35.0,no,Rarely,Sales,10.0,5,Marketing,204,3,Male,3,Sales Executive,2,7295.0,1,13,3,1,10.666666666666666,3,3,10,0,6,0
425,30.0,no,Rarely,Sales,80.0,2,Other,982,3,Male,3,Sales Executive,3,7264.0,5,11,3,1,10.0,2,4,8,7,7,0
426,56.0,no,Rarely,Research & Development,70.0,3,Life Sciences,112,4,Male,1,Manufacturing Director,4,7260.0,4,11,3,1,12.0,3,2,6,0,2,0
427,31.0,no,Rarely,Research & Development,70.0,4,Medical,462,3,Female,3,Manufacturing Director,4,7143.0,1,14,3,3,11.0,2,2,11,4,10,0
428,30.0,no,Rarely,Sales,150.0,2,Marketing,1754,3,Male,2,Sales Executive,1,7140.0,2,11,3,1,12.0,2,3,7,1,7,0
429,33.0,no,Rarely,Research & Development,50.0,3,Life Sciences,1099,4,Male,2,Healthcare Representative,4,7119.0,4,15,3,3,9.0,2,3,3,1,2,0
430,33.0,no,Rarely,Sales,80.0,4,Marketing,677,3,Male,3,Sales Executive,3,7104.0,0,12,3,4,6.0,3,3,5,1,2,0
431,36.0,no,Rarely,Research & Development,100.0,4,Technical Degree,1312,4,Female,3,Healthcare Representative,3,7094.0,3,12,3,1,10.0,0,3,7,1,7,0
432,34.0,no,Rarely,Sales,10.0,3,Technical Degree,1535,4,Male,2,Sales Executive,3,7083.0,1,14,3,4,10.0,3,3,10,8,6,0
433,41.0,no,Rarely,Sales,230.0,2,Life Sciences,1678,4,Male,3,Sales Executive,3,7082.0,3,16,3,4,21.0,2,3,2,0,2,0
434,53.0,no,Rarely,Research & Development,240.0,4,Medical,1689,2,Male,4,Healthcare Representative,4,7005.0,3,15,3,3,11.0,2,3,4,1,2,0
435,36.0,no,Rarely,Research & Development,20.0,4,Other,1847,4,Female,3,Research Scientist,2,6962.0,4,22,4,4,15.0,2,3,1,0,0,0
436,33.0,no,Rarely,Research & Development,10.0,3,Life Sciences,969,2,Female,2,Healthcare Representative,4,6949.0,0,14,3,1,6.0,3,3,5,1,4,0
437,31.0,no,Non-Travel,Sales,200.0,2,Marketing,947,4,Female,3,Sales Executive,3,6932.0,1,13,3,4,9.0,2,2,9,0,0,0
438,29.0,no,Rarely,Sales,200.0,2,Marketing,349,4,Male,3,Sales Executive,4,6931.0,2,14,3,4,10.0,2,3,3,0,2,0
439,31.0,no,Rarely,Sales,70.0,3,Technical Degree,416,2,Male,4,Sales Executive,4,6929.0,4,11,3,2,10.0,3,2,8,7,7,0
440,38.0,no,Rarely,Sales,20.0,2,Life Sciences,1355,2,Female,3,Sales Executive,1,6893.0,3,15,3,4,11.0,3,3,7,1,7,0
441,35.0,no,Rarely,Research & Development,270.0,4,Life Sciences,1728,4,Male,3,Manufacturing Director,3,6883.0,2,16,3,2,17.0,3,3,7,0,7,0
442,30.0,no,Rarely,Research & Development,20.0,3,Medical,833,3,Female,2,Manufacturing Director,4,6877.0,5,24,4,2,12.0,4,2,0,0,0,0
443,41.0,no,Rarely,Research & Development,50.0,3,Life Sciences,1814,2,Male,4,Healthcare Representative,2,6870.0,3,12,3,1,11.0,3,1,3,1,2,0
444,38.0,no,Rarely,Sales,30.0,4,Life Sciences,1036,2,Male,3,Sales Executive,4,6861.0,8,12,3,3,19.0,1,3,1,0,0,0
445,54.0,no,Rarely,Research & Development,70.0,4,Medical,1830,4,Female,3,Research Scientist,4,6854.0,4,15,3,2,14.0,2,2,7,1,7,0
446,40.0,no,Rarely,Sales,100.0,3,Technical Degree,1239,2,Female,2,Sales Executive,2,6852.0,7,12,3,2,7.0,2,4,5,1,3,0
447,36.0,no,Rarely,Research & Development,30.0,2,Life Sciences,1664,4,Male,4,Healthcare Representative,1,6842.0,6,20,4,1,13.0,3,3,5,0,4,0
448,28.0,no,Frequently,Sales,10.0,2,Life Sciences,1927,3,Male,2,Sales Executive,4,6834.0,1,12,3,3,7.0,2,3,7,0,7,0
449,31.0,no,Rarely,Research & Development,110.0,2,Medical,1251,3,Male,3,Healthcare Representative,1,6833.0,1,12,3,4,6.0,2,2,6,0,1,0
450,42.0,no,Rarely,Sales,146.66666666666666,4,Marketing,35,3,Male,3,Sales Executive,2,6825.0,0,11,3,4,17.0,2,3,9,4,2,0
451,36.0,no,Rarely,Sales,10.0,4,Life Sciences,1585,2,Female,3,Sales Executive,3,6815.0,6,13,3,1,15.0,5,3,1,0,0,0
452,31.0,no,Rarely,Research & Development,240.0,3,Medical,1252,3,Female,2,Healthcare Representative,1,6812.0,1,19,3,2,10.0,2,3,10,1,8,0
453,41.0,no,Non-Travel,Research & Development,20.0,4,Other,616,1,Female,2,Healthcare Representative,3,6811.0,2,17,3,1,10.0,3,3,8,0,7,0
454,27.0,no,Rarely,Research & Development,70.0,3,Medical,764,4,Female,2,Healthcare Representative,1,6811.0,8,19,3,1,9.0,2,1,7,0,7,0
455,49.0,no,Non-Travel,Research & Development,180.0,4,Life Sciences,275,4,Male,3,Manufacturing Director,4,6804.0,1,15,3,1,7.0,0,3,7,1,7,0
456,43.0,no,Frequently,Sales,150.0,3,Life Sciences,754,4,Male,2,Sales Executive,4,6804.0,3,18,3,3,7.0,5,3,2,2,2,0
457,34.0,no,Rarely,Sales,80.0,2,Technical Degree,1823,2,Male,4,Sales Executive,3,6799.0,1,21,4,3,10.0,5,3,10,4,8,0
458,50.0,yes,Frequently,Sales,80.0,2,Technical Degree,723,2,Male,3,Sales Executive,3,6796.0,3,14,3,1,18.0,4,3,4,1,3,1
459,39.0,no,Non-Travel,Research & Development,83.33333333333333,3,Life Sciences,1132,3,Male,3,Laboratory Technician,2,6782.0,9,15,3,3,9.0,2,2,5,0,3,0
460,42.0,no,Rarely,Research & Development,20.0,4,Other,477,1,Male,2,Healthcare Representative,4,6781.0,3,23,4,2,11.333333333333334,6,3,1,0,0,0
461,57.0,no,Rarely,Research & Development,10.0,4,Medical,482,4,Male,3,Healthcare Representative,3,6755.0,2,11,3,3,15.0,2,3,3,1,2,0
462,32.0,yes,Rarely,Sales,10.0,2,Life Sciences,1734,1,Male,1,Sales Executive,2,6735.0,6,15,2,2,10.0,2,3,0,0,0,1
